model,loss_function,reaction_identifier,gsm_converged,rfo_converged,transition_state_success,rfo_converged_and_transition_state_success
HIP,MAE,rxn3053,True,False,False,False
HIP,MAE,rxn3068,True,True,True,True
HIP,MAE,rxn3075,True,True,True,True
HIP,MAE,rxn3086,True,True,True,True
HIP,MAE,rxn3092,True,True,True,True
HIP,MAE,rxn3100,True,True,True,True
HIP,MAE,rxn3108,True,False,False,False
HIP,MAE,rxn3111,True,True,True,True
HIP,MAE,rxn3122,True,True,True,True
HIP,MAE,rxn3127,False,False,False,False
HIP,MAE,rxn3133,True,True,True,True
HIP,MAE,rxn3144,True,True,True,True
HIP,MAE,rxn3154,True,True,True,True
HIP,MAE,rxn3162,True,True,True,True
HIP,MAE,rxn3168,True,True,True,True
HIP,MAE,rxn3173,True,True,True,True
HIP,MAE,rxn3174,True,True,True,True
HIP,MAE,rxn3177,False,False,False,False
HIP,MAE,rxn3192,True,False,False,False
HIP,MAE,rxn3194,True,False,True,False
HIP,MAE,rxn3196,True,True,True,True
HIP,MAE,rxn3202,True,False,False,False
HIP,MAE,rxn3206,True,False,True,False
HIP,MAE,rxn3214,True,False,True,False
HIP,MAE,rxn3217,True,True,True,True
HIP,MAE,rxn3221,True,True,True,True
HIP,MAE,rxn3231,False,False,False,False
HIP,MAE,rxn3233,True,False,True,False
HIP,MAE,rxn3235,True,True,True,True
HIP,MAE,rxn3244,True,False,True,False
HIP,MAE,rxn3246,True,True,True,True
HIP,MAE,rxn3256,True,True,True,True
HIP,MAE,rxn3264,True,True,True,True
HIP,MAE,rxn3266,False,False,False,False
HIP,MAE,rxn3277,True,True,True,True
HIP,MAE,rxn3295,True,True,True,True
HIP,MAE,rxn3305,False,False,False,False
HIP,MAE,rxn3309,True,True,True,True
HIP,MAE,rxn3323,True,False,False,False
HIP,MAE,rxn3329,True,True,True,True
HIP,MAE,rxn3335,False,False,False,False
HIP,MAE,rxn3338,False,False,False,False
HIP,MAE,rxn3339,True,False,False,False
HIP,MAE,rxn3343,True,True,True,True
HIP,MAE,rxn3345,True,True,True,True
HIP,MAE,rxn3387,False,False,False,False
HIP,MAE,rxn3398,True,True,True,True
HIP,MAE,rxn3422,False,False,False,False
HIP,MAE,rxn3429,True,True,True,True
HIP,MAE,rxn3464,True,True,True,True
HIP,MAE,rxn3466,True,True,True,True
HIP,MAE,rxn3485,True,True,True,True
HIP,MAE,rxn3514,False,False,False,False
HIP,MAE,rxn3528,True,True,True,True
HIP,MAE,rxn3536,True,False,False,False
HIP,MAE,rxn3558,False,False,False,False
HIP,MAE,rxn3575,True,True,True,True
HIP,MAE,rxn3576,False,False,False,False
HIP,MAE,rxn3596,True,True,True,True
HIP,MAE,rxn3600,True,True,True,True
HIP,MAE,rxn3607,True,True,True,True
HIP,MAE,rxn3618,True,True,True,True
HIP,MAE,rxn3631,True,True,True,True
HIP,MAE,rxn3639,True,True,True,True
HIP,MAE,rxn3642,False,False,False,False
HIP,MAE,rxn3645,True,True,True,True
HIP,MAE,rxn3654,True,True,True,True
HIP,MAE,rxn3655,True,True,True,True
HIP,MAE,rxn3657,True,True,True,True
HIP,MAE,rxn3674,True,True,True,True
HIP,MAE,rxn3675,True,True,True,True
HIP,MAE,rxn3688,True,True,True,True
HIP,MAE,rxn3692,True,True,True,True
HIP,MAE,rxn3702,True,True,True,True
HIP,MAE,rxn3705,True,False,True,False
HIP,MAE,rxn3710,True,True,True,True
HIP,MAE,rxn3726,True,False,False,False
HIP,MAE,rxn3729,True,True,True,True
HIP,MAE,rxn3742,False,False,False,False
HIP,MAE,rxn3748,True,True,True,True
HIP,MAE,rxn3764,True,True,True,True
HIP,MAE,rxn3773,False,False,False,False
HIP,MAE,rxn3774,True,True,True,True
HIP,MAE,rxn3790,True,True,True,True
HIP,MAE,rxn3801,True,True,True,True
HIP,MAE,rxn3802,False,False,False,False
HIP,MAE,rxn3811,True,True,False,False
HIP,MAE,rxn3813,True,True,True,True
HIP,MAE,rxn3818,True,True,True,True
HIP,MAE,rxn3832,True,False,True,False
HIP,MAE,rxn3835,True,True,True,True
HIP,MAE,rxn3837,True,True,False,False
HIP,MAE,rxn3843,True,True,True,True
HIP,MAE,rxn3845,True,True,True,True
HIP,MAE,rxn3847,True,True,True,True
HIP,MAE,rxn3854,True,True,True,True
HIP,MAE,rxn3881,True,False,False,False
HIP,MAE,rxn3898,False,False,False,False
HIP,MAE,rxn3908,True,True,True,True
HIP,MAE,rxn3914,True,True,True,True
HIP,MAE,rxn3920,True,False,False,False
HIP,MAE,rxn3922,True,True,True,True
HIP,MAE,rxn3934,True,True,True,True
HIP,MAE,rxn3943,True,False,False,False
HIP,MAE,rxn3952,True,True,True,True
HIP,MAE,rxn3984,True,True,True,True
HIP,MAE,rxn3994,True,True,True,True
HIP,MAE,rxn4011,True,True,True,True
HIP,MAE,rxn4022,False,False,False,False
HIP,MAE,rxn4023,True,True,True,True
HIP,MAE,rxn4043,True,True,True,True
HIP,MAE,rxn4059,False,False,False,False
HIP,MAE,rxn4064,True,True,True,True
HIP,MAE,rxn4066,True,True,True,True
HIP,MAE,rxn4082,True,True,True,True
HIP,MAE,rxn4086,True,True,True,True
HIP,MAE,rxn4087,True,True,True,True
HIP,MAE,rxn4091,True,True,True,True
HIP,MAE,rxn4093,False,False,False,False
HIP,MAE,rxn4101,False,False,False,False
HIP,MAE,rxn4103,True,True,True,True
HIP,MAE,rxn4107,True,False,False,False
HIP,MAE,rxn4111,True,True,True,True
HIP,MAE,rxn4119,True,True,True,True
HIP,MAE,rxn4146,False,False,False,False
HIP,MAE,rxn4202,True,True,True,True
HIP,MAE,rxn4205,True,True,True,True
HIP,MAE,rxn4218,True,True,True,True
HIP,MAE,rxn4226,False,False,False,False
HIP,MAE,rxn4228,True,True,True,True
HIP,MAE,rxn4260,True,True,True,True
HIP,MAE,rxn4272,False,False,False,False
HIP,MAE,rxn4298,True,True,True,True
HIP,MAE,rxn4310,True,False,False,False
HIP,MAE,rxn4314,True,False,False,False
HIP,MAE,rxn4317,True,True,True,True
HIP,MAE,rxn4321,True,True,True,True
HIP,MAE,rxn4323,True,True,True,True
HIP,MAE,rxn4324,True,True,True,True
HIP,MAE,rxn4326,True,True,True,True
HIP,MAE,rxn4330,False,False,False,False
HIP,MAE,rxn4345,True,True,True,True
HIP,MAE,rxn4384,True,True,True,True
HIP,MAE,rxn4389,True,True,True,True
HIP,MAE,rxn4391,True,True,True,True
HIP,MAE,rxn4392,True,True,True,True
HIP,MAE,rxn4414,True,True,True,True
HIP,MAE,rxn4419,True,True,True,True
HIP,MAE,rxn4424,True,True,True,True
HIP,MAE,rxn4425,True,False,True,False
HIP,MAE,rxn4428,True,True,True,True
HIP,MAE,rxn4440,True,False,False,False
HIP,MAE,rxn4461,False,False,False,False
HIP,MAE,rxn4467,True,True,True,True
HIP,MAE,rxn4468,True,True,True,True
HIP,MAE,rxn4477,True,True,True,True
HIP,MAE,rxn4484,True,False,False,False
HIP,MAE,rxn4490,True,True,True,True
HIP,MAE,rxn4496,True,True,True,True
HIP,MAE,rxn4497,True,False,False,False
HIP,MAE,rxn4507,True,True,True,True
HIP,MAE,rxn4528,True,False,False,False
HIP,MAE,rxn4530,True,False,False,False
HIP,MAE,rxn4535,False,False,False,False
HIP,MAE,rxn4544,True,True,True,True
HIP,MAE,rxn4555,True,True,True,True
HIP,MAE,rxn4567,True,True,True,True
HIP,MAE,rxn4569,True,True,True,True
HIP,MAE,rxn4574,True,True,True,True
HIP,MAE,rxn4583,True,True,True,True
HIP,MAE,rxn4599,True,False,False,False
HIP,MAE,rxn4608,False,False,False,False
HIP,MAE,rxn4618,True,True,True,True
HIP,MAE,rxn4620,True,True,True,True
HIP,MAE,rxn4627,True,True,True,True
HIP,MAE,rxn4631,True,True,True,True
HIP,MAE,rxn4654,True,True,True,True
HIP,MAE,rxn4683,True,True,True,True
HIP,MAE,rxn4685,False,False,False,False
HIP,MAE,rxn4688,True,True,True,True
HIP,MAE,rxn4694,True,True,True,True
HIP,MAE,rxn4698,False,False,False,False
HIP,MAE,rxn4726,True,True,True,True
HIP,MAE,rxn4729,True,False,False,False
HIP,MAE,rxn4736,True,True,True,True
HIP,MAE,rxn4739,True,True,True,True
HIP,MAE,rxn4742,True,True,True,True
HIP,MAE,rxn4767,True,True,True,True
HIP,MAE,rxn4771,False,False,False,False
HIP,MAE,rxn4772,True,True,True,True
HIP,MAE,rxn4776,True,False,False,False
HIP,MAE,rxn4787,True,True,True,True
HIP,MAE,rxn4793,True,True,True,True
HIP,MAE,rxn4808,True,True,True,True
HIP,MAE,rxn4821,True,True,True,True
HIP,MAE,rxn4825,True,True,True,True
HIP,MAE,rxn4838,True,True,True,True
HIP,MAE,rxn4850,True,True,True,True
HIP,MAE,rxn4857,True,True,True,True
HIP,MAE,rxn4860,False,False,False,False
HIP,MAE,rxn4864,True,True,True,True
HIP,MAE,rxn4869,True,True,True,True
HIP,MAE,rxn4879,True,True,True,True
HIP,MAE,rxn4885,True,True,True,True
HIP,MAE,rxn4887,True,True,True,True
HIP,MAE,rxn4890,True,True,True,True
HIP,MAE,rxn4900,True,True,True,True
HIP,MAE,rxn4901,True,True,True,True
HIP,MAE,rxn4905,True,True,True,True
HIP,MAE,rxn4917,True,True,True,True
HIP,MAE,rxn4918,True,True,True,True
HIP,MAE,rxn4922,True,True,True,True
HIP,MAE,rxn4933,True,True,True,True
HIP,MAE,rxn4939,True,True,True,True
HIP,MAE,rxn4941,False,False,False,False
HIP,MAE,rxn4956,True,True,True,True
HIP,MAE,rxn4961,True,True,True,True
HIP,MAE,rxn4968,True,True,True,True
HIP,MAE,rxn4970,False,False,False,False
HIP,MAE,rxn4971,True,True,True,True
HIP,MAE,rxn4976,True,True,True,True
HIP,MAE,rxn4988,False,False,False,False
HIP,MAE,rxn5002,True,True,True,True
HIP,MAE,rxn5014,True,True,True,True
HIP,MAE,rxn5018,True,True,True,True
HIP,MAE,rxn5035,True,True,True,True
HIP,MAE,rxn5038,True,True,True,True
HIP,MAE,rxn5043,True,True,True,True
HIP,MAE,rxn5061,True,True,True,True
HIP,MAE,rxn5081,True,True,True,True
HIP,MAE,rxn5083,True,True,True,True
HIP,MAE,rxn5096,True,True,True,True
HIP,MAE,rxn5097,True,True,True,True
HIP,MAE,rxn5121,True,True,True,True
HIP,MAE,rxn5150,False,False,False,False
HIP,MAE,rxn5156,True,True,True,True
HIP,MAE,rxn5158,True,True,True,True
HIP,MAE,rxn5169,True,True,True,True
HIP,MAE,rxn5170,True,True,True,True
HIP,MAE,rxn5211,True,True,True,True
HIP,MAE,rxn5221,True,True,True,True
HIP,MAE,rxn5229,True,True,True,True
HIP,MAE,rxn5234,True,True,True,True
HIP,MAE,rxn5242,True,True,True,True
HIP,MAE,rxn5255,True,True,True,True
HIP,MAE,rxn5286,True,False,True,False
HIP,MAE,rxn5294,True,True,True,True
HIP,MAE,rxn5309,True,True,True,True
HIP,MAE,rxn5314,True,True,True,True
HIP,MAE,rxn5322,True,True,True,True
HIP,MAE,rxn5327,True,True,True,True
HIP,MAE,rxn5367,False,False,False,False
HIP,MAE,rxn5377,True,True,True,True
HIP,MAE,rxn5393,True,True,True,True
HIP,MAE,rxn5411,True,True,True,True
HIP,MAE,rxn5426,True,True,True,True
HIP,MAE,rxn5439,True,True,True,True
HIP,MAE,rxn5450,True,True,True,True
HIP,MAE,rxn5456,True,True,True,True
HIP,MAE,rxn5483,True,True,True,True
HIP,MAE,rxn5484,True,False,False,False
HIP,MAE,rxn5487,False,False,False,False
HIP,MAE,rxn5503,True,True,True,True
HIP,MAE,rxn5505,True,True,True,True
HIP,MAE,rxn5515,True,True,True,True
HIP,MAE,rxn5527,True,True,True,True
HIP,MAE,rxn5530,True,True,True,True
HIP,MAE,rxn5531,True,True,True,True
HIP,MAE,rxn5537,True,True,True,True
HIP,MAE,rxn5556,True,True,True,True
HIP,MAE,rxn5577,True,True,True,True
HIP,MAE,rxn5581,True,True,True,True
HIP,MAE,rxn5584,True,True,True,True
HIP,MAE,rxn5614,True,True,True,True
HIP,MAE,rxn5615,True,True,True,True
HIP,MAE,rxn5620,True,True,True,True
HIP,MAE,rxn5628,True,True,True,True
HIP,MAE,rxn5630,True,True,True,True
HIP,MAE,rxn5640,True,True,True,True
HIP,MAE,rxn5641,True,False,False,False
HIP,MAE,rxn5666,True,False,True,False
HIP,MAE,rxn5693,True,False,False,False
HIP,MAE,rxn5703,True,True,True,True
HIP,MAE,rxn5713,True,False,True,False
HIP,MAE,rxn5732,True,True,True,True
HIP,MAE,rxn5733,True,True,True,True
HIP,MAE,rxn5745,True,True,True,True
HIP,MAE,rxn5747,True,True,True,True
HIP,MAE,rxn5752,True,True,True,True
HIP,MAE,rxn5759,True,True,True,True
HIP,MAE,rxn5760,True,True,True,True
HIP,MAE,rxn5775,True,True,True,True
HIP,MAE,rxn5784,True,True,True,True
HIP,MAE,rxn5803,True,False,True,False
HIP,MAE,rxn5808,True,True,True,True
HIP,MAE,rxn5842,True,True,True,True
HIP,MAE,rxn5849,True,True,True,True
HIP,MAE,rxn5896,True,False,True,False
HIP,MAE,rxn5912,True,True,True,True
HIP,MAE,rxn5942,True,True,True,True
HIP,MAE,rxn5962,True,False,True,False
HIP,MAE,rxn5990,True,False,False,False
HIP,MAE,rxn5995,True,True,True,True
HIP,MAE,rxn5999,True,True,True,True
HIP,MAE,rxn6007,True,False,False,False
HIP,MAE,rxn6011,True,False,False,False
HIP,MAE,rxn6025,True,True,True,True
HIP,MAE,rxn6036,False,False,False,False
HIP,MAE,rxn6046,True,True,True,True
HIP,MAE,rxn6051,True,True,True,True
HIP,MAE,rxn6057,True,True,True,True
HIP,MAE,rxn6066,True,True,True,True
HIP,MAE,rxn6080,True,True,True,True
HIP,MAE,rxn6094,True,False,False,False
HIP,MAE,rxn6113,True,True,True,True
HIP,MAE,rxn6115,True,True,True,True
HIP,MAE,rxn6155,True,True,True,True
HIP,MAE,rxn6156,True,True,True,True
HIP,MAE,rxn6170,True,True,True,True
HIP,MAE,rxn6172,True,True,True,True
HIP,MAE,rxn6194,False,False,False,False
HIP,MAE,rxn6195,True,False,False,False
HIP,MAE,rxn6198,True,False,True,False
HIP,MAE,rxn6215,True,False,True,False
HIP,MAE,rxn6216,True,True,True,True
HIP,MAE,rxn6227,True,True,True,True
HIP,MAE,rxn6246,True,True,True,True
HIP,MAE,rxn6253,True,True,True,True
HIP,MAE,rxn6272,True,True,True,True
HIP,MAE,rxn6281,True,True,True,True
HIP,MAE,rxn6298,True,False,True,False
HIP,MAE,rxn6317,True,True,True,True
HIP,MAE,rxn6318,True,True,True,True
HIP,MAE,rxn6330,True,True,True,True
HIP,MAE,rxn6333,True,True,True,True
HIP,MAE,rxn6344,True,True,True,True
HIP,MAE,rxn6349,True,True,True,True
HIP,MAE,rxn6357,False,False,False,False
HIP,MAE,rxn6369,True,True,True,True
HIP,MAE,rxn6401,True,True,True,True
HIP,MAE,rxn6407,True,True,True,True
HIP,MAE,rxn6439,True,True,True,True
HIP,MAE,rxn6441,True,True,True,True
HIP,MAE,rxn6444,False,False,False,False
HIP,MAE,rxn6453,True,True,True,True
HIP,MAE,rxn6462,True,False,False,False
HIP,MAE,rxn6511,True,False,False,False
HIP,MAE,rxn6514,True,True,True,True
HIP,MAE,rxn6546,False,False,False,False
HIP,MAE,rxn6550,True,False,True,False
HIP,MAE,rxn6553,False,False,False,False
HIP,MAE,rxn6578,True,True,True,True
HIP,MAE,rxn6584,True,True,True,True
HIP,MAE,rxn6590,True,True,True,True
HIP,MAE,rxn6592,True,True,True,True
HIP,MAE,rxn6601,True,True,True,True
HIP,MAE,rxn6610,True,True,True,True
HIP,MAE,rxn6628,True,True,True,True
HIP,MAE,rxn6629,True,True,True,True
HIP,MAE,rxn6639,True,True,True,True
HIP,MAE,rxn6644,True,True,True,True
HIP,MAE,rxn6660,True,True,True,True
HIP,MAE,rxn6665,True,True,True,True
HIP,MAE,rxn6684,False,False,False,False
HIP,MAE,rxn6708,True,True,True,True
HIP,MAE,rxn6710,True,False,False,False
HIP,MAE,rxn6712,True,True,True,True
HIP,MAE,rxn6714,True,True,True,True
HIP,MAE,rxn6722,True,True,True,True
HIP,MAE,rxn6731,True,True,True,True
HIP,MAE,rxn6748,True,True,True,True
HIP,MAE,rxn6751,True,True,True,True
HIP,MAE,rxn6758,False,False,False,False
HIP,MAE,rxn6767,True,True,True,True
HIP,MAE,rxn6772,False,False,False,False
HIP,MAE,rxn6777,True,False,False,False
HIP,MAE,rxn6798,True,True,True,True
HIP,MAE,rxn6802,True,True,True,True
HIP,MAE,rxn6805,True,True,True,True
HIP,MAE,rxn6823,True,False,False,False
HIP,MAE,rxn6838,True,True,True,True
HIP,MAE,rxn6857,True,True,True,True
HIP,MAE,rxn6863,True,True,True,True
HIP,MAE,rxn6880,True,True,True,True
HIP,MAE,rxn6890,True,True,True,True
HIP,MAE,rxn6893,True,False,True,False
HIP,MAE,rxn6895,True,True,True,True
HIP,MAE,rxn6930,True,True,True,True
HIP,MAE,rxn6949,True,False,True,False
HIP,MAE,rxn6955,True,False,False,False
HIP,MAE,rxn6961,True,True,True,True
HIP,MAE,rxn6983,True,True,True,True
HIP,MAE,rxn6990,True,True,True,True
HIP,MAE,rxn7014,True,False,False,False
HIP,MAE,rxn7016,True,True,True,True
HIP,MAE,rxn7018,True,True,True,True
HIP,MAE,rxn7030,True,True,True,True
HIP,MAE,rxn7036,False,False,False,False
HIP,MAE,rxn7041,True,True,True,True
HIP,MAE,rxn7048,True,True,True,True
HIP,MAE,rxn7058,True,False,False,False
HIP,MAE,rxn7070,True,False,False,False
HIP,MAE,rxn7071,True,False,False,False
HIP,MAE,rxn7084,True,True,True,True
HIP,MAE,rxn7088,True,True,True,True
HIP,MAE,rxn7093,True,True,True,True
HIP,MAE,rxn7108,True,True,True,True
HIP,MAE,rxn7110,True,True,True,True
HIP,MAE,rxn7130,True,True,True,True
HIP,MAE,rxn7136,True,True,True,True
HIP,MAE,rxn7145,True,False,True,False
HIP,MAE,rxn7151,True,False,False,False
HIP,MAE,rxn7158,True,True,True,True
HIP,MAE,rxn7184,True,True,True,True
HIP,MAE,rxn7185,True,True,True,True
HIP,MAE,rxn7193,True,True,True,True
HIP,MAE,rxn7210,True,True,True,True
HIP,MAE,rxn7222,True,True,True,True
HIP,MAE,rxn7241,True,True,True,True
HIP,MAE,rxn7298,True,True,True,True
HIP,MAE,rxn7303,True,True,True,True
HIP,MAE,rxn7309,True,False,False,False
HIP,MAE,rxn7317,True,True,True,True
HIP,MAE,rxn7323,True,True,True,True
HIP,MAE,rxn7344,False,False,False,False
HIP,MAE,rxn7357,True,False,True,False
HIP,MAE,rxn7361,True,False,True,False
HIP,MAE,rxn7364,True,True,True,True
HIP,MAE,rxn7374,True,True,True,True
HIP,MAE,rxn7378,True,True,True,True
HIP,MAE,rxn7398,True,True,True,True
HIP,MAE,rxn7424,True,True,True,True
HIP,MAE,rxn7427,True,True,True,True
HIP,MAE,rxn7428,True,True,True,True
HIP,MAE,rxn7430,True,True,True,True
HIP,MAE,rxn7436,True,True,True,True
HIP,MAE,rxn7492,True,True,True,True
HIP,MAE,rxn7493,True,True,True,True
HIP,MAE,rxn7511,True,False,True,False
HIP,MAE,rxn7521,True,True,True,True
HIP,MAE,rxn7524,True,False,True,False
HIP,MAE,rxn7529,True,True,True,True
HIP,MAE,rxn7533,True,True,True,True
HIP,MAE,rxn7535,True,False,False,False
HIP,MAE,rxn7539,True,False,True,False
HIP,MAE,rxn7544,True,True,True,True
HIP,MAE,rxn7549,True,True,True,True
HIP,MAE,rxn7560,False,False,False,False
HIP,MAE,rxn7566,True,True,False,False
HIP,MAE,rxn7569,True,True,True,True
HIP,MAE,rxn7570,True,False,True,False
HIP,MAE,rxn7578,True,True,True,True
HIP,MAE,rxn7579,True,True,True,True
HIP,MAE,rxn7581,True,True,True,True
HIP,MAE,rxn7599,True,True,True,True
HIP,MAE,rxn7600,True,True,True,True
HIP,MAE,rxn7606,True,True,True,True
HIP,MAE,rxn7638,True,True,True,True
HIP,MAE,rxn7648,True,False,True,False
HIP,MAE,rxn7674,True,False,False,False
HIP,MAE,rxn7681,True,True,True,True
HIP,MAE,rxn7689,False,False,False,False
HIP,MAE,rxn7719,True,True,True,True
HIP,MAE,rxn7728,True,True,False,False
HIP,MAE,rxn7742,True,True,True,True
HIP,MAE,rxn7754,True,False,True,False
HIP,MAE,rxn7756,True,True,True,True
HIP,MAE,rxn7764,True,True,True,True
HIP,MAE,rxn7769,True,False,False,False
HIP,MAE,rxn7797,True,True,True,True
HIP,MAE,rxn7808,True,True,True,True
HIP,MAE,rxn7829,False,False,False,False
HIP,MAE,rxn7833,True,True,True,True
HIP,MAE,rxn7855,False,False,False,False
HIP,MAE,rxn7884,True,True,True,True
HIP,MAE,rxn7890,True,True,True,True
HIP,MAE,rxn7895,True,False,False,False
HIP,MAE,rxn7896,True,False,True,False
HIP,MAE,rxn7930,True,True,True,True
HIP,MAE,rxn7932,True,True,True,True
HIP,MAE,rxn7938,True,True,True,True
HIP,MAE,rxn7941,False,False,False,False
HIP,MAE,rxn7947,True,True,True,True
HIP,MAE,rxn7957,True,False,False,False
HIP,MAE,rxn7961,True,True,True,True
HIP,MAE,rxn7965,True,True,True,True
HIP,MAE,rxn7975,True,True,True,True
HIP,MAE,rxn7979,True,True,True,True
HIP,MAE,rxn7981,True,True,True,True
HIP,MAE,rxn8026,True,False,False,False
HIP,MAE,rxn8034,True,True,True,True
HIP,MAE,rxn8036,True,True,True,True
HIP,MAE,rxn8062,False,False,False,False
HIP,MAE,rxn8081,True,True,True,True
HIP,MAE,rxn8083,True,True,True,True
HIP,MAE,rxn8085,True,True,True,True
HIP,MAE,rxn8087,True,True,True,True
HIP,MAE,rxn8103,True,True,True,True
HIP,MAE,rxn8113,True,True,True,True
HIP,MAE,rxn8125,True,True,True,True
HIP,MAE,rxn8133,True,True,True,True
HIP,MAE,rxn8149,True,True,True,True
HIP,MAE,rxn8151,True,True,True,True
HIP,MAE,rxn8152,True,True,True,True
HIP,MAE,rxn8176,True,True,True,True
HIP,MAE,rxn8178,True,False,True,False
HIP,MAE,rxn8180,True,True,True,True
HIP,MAE,rxn8190,True,True,True,True
HIP,MAE,rxn8191,True,True,True,True
HIP,MAE,rxn8219,True,True,True,True
HIP,MAE,rxn8228,True,False,False,False
HIP,MAE,rxn8235,True,True,True,True
HIP,MAE,rxn8241,True,False,True,False
HIP,MAE,rxn8259,True,True,True,True
HIP,MAE,rxn8278,False,False,False,False
HIP,MAE,rxn8289,True,False,True,False
HIP,MAE,rxn8297,True,True,True,True
HIP,MAE,rxn8315,True,True,True,True
HIP,MAE,rxn8329,True,True,True,True
HIP,MAE,rxn8330,True,True,True,True
HIP,MAE,rxn8345,True,True,True,True
HIP,MAE,rxn8346,True,True,True,True
HIP,MAE,rxn8358,True,True,True,True
HIP,MAE,rxn8378,True,True,True,True
HIP,MAE,rxn8383,True,False,False,False
HIP,MAE,rxn8395,True,True,True,True
HIP,MAE,rxn8398,True,True,True,True
HIP,MAE,rxn8413,True,False,False,False
HIP,MAE,rxn8418,True,True,True,True
HIP,MAE,rxn8431,True,True,True,True
HIP,MAE,rxn8439,True,True,True,True
HIP,MAE,rxn8442,False,False,False,False
HIP,MAE,rxn8446,True,True,True,True
HIP,MAE,rxn8449,True,True,True,True
HIP,MAE,rxn8505,False,False,False,False
HIP,MAE,rxn8532,True,True,True,True
HIP,MAE,rxn8540,True,True,True,True
HIP,MAE,rxn8543,True,True,True,True
HIP,MAE,rxn8548,True,True,True,True
HIP,MAE,rxn8557,True,True,True,True
HIP,MAE,rxn8562,True,True,True,True
HIP,MAE,rxn8603,False,False,False,False
HIP,MAE,rxn8610,True,True,True,True
HIP,MAE,rxn8624,True,True,True,True
HIP,MAE,rxn8634,True,True,True,True
HIP,MAE,rxn8638,False,False,False,False
HIP,MAE,rxn8652,True,True,True,True
HIP,MAE,rxn8680,True,True,True,True
HIP,MAE,rxn8684,False,False,False,False
HIP,MAE,rxn8686,False,False,False,False
HIP,MAE,rxn8689,True,False,True,False
HIP,MAE,rxn8690,True,False,False,False
HIP,MAE,rxn8695,True,True,True,True
HIP,MAE,rxn8696,True,True,True,True
HIP,MAE,rxn8697,False,False,False,False
HIP,MAE,rxn8708,True,True,True,True
HIP,MAE,rxn8721,True,True,True,True
HIP,MAE,rxn8722,True,True,True,True
HIP,MAE,rxn8725,True,True,True,True
HIP,MAE,rxn8730,True,False,False,False
HIP,MAE,rxn8733,True,True,True,True
HIP,MAE,rxn8751,True,True,True,True
HIP,MAE,rxn8759,True,True,True,True
HIP,MAE,rxn8760,True,True,True,True
HIP,MAE,rxn8765,True,True,True,True
HIP,MAE,rxn8802,True,False,True,False
HIP,MAE,rxn8806,False,False,False,False
HIP,MAE,rxn8818,True,True,True,True
HIP,MAE,rxn8823,True,False,False,False
HIP,MAE,rxn8851,True,False,True,False
HIP,MAE,rxn8854,True,True,True,True
HIP,MAE,rxn8866,True,False,False,False
HIP,MAE,rxn8880,True,False,True,False
HIP,MAE,rxn8902,True,True,True,True
HIP,MAE,rxn8931,True,False,True,False
HIP,MAE,rxn8936,True,True,True,True
HIP,MAE,rxn8949,True,True,True,True
HIP,MAE,rxn8960,True,True,True,True
HIP,MAE,rxn8964,False,False,False,False
HIP,MAE,rxn8973,True,False,True,False
HIP,MAE,rxn8991,False,False,False,False
HIP,MAE,rxn9000,False,False,False,False
HIP,MAE,rxn9044,True,False,True,False
HIP,MAE,rxn9058,False,False,False,False
HIP,MAE,rxn9094,True,True,True,True
HIP,MAE,rxn9185,False,False,False,False
HIP,MAE,rxn9201,True,True,True,True
HIP,MAE,rxn9228,True,True,True,True
HIP,MAE,rxn9252,False,False,False,False
HIP,MAE,rxn9262,True,True,True,True
HIP,MAE,rxn9286,True,True,True,True
HIP,MAE,rxn9298,True,True,True,True
HIP,MAE,rxn9310,True,True,True,True
HIP,MAE,rxn9322,True,True,False,False
HIP,MAE,rxn9325,True,True,True,True
HIP,MAE,rxn9338,True,True,True,True
HIP,MAE,rxn9365,True,True,True,True
HIP,MAE,rxn9375,True,True,True,True
HIP,MAE,rxn9379,True,False,False,False
HIP,MAE,rxn9422,False,False,False,False
HIP,MAE,rxn9433,True,False,False,False
HIP,MAE,rxn9439,True,True,True,True
HIP,MAE,rxn9445,True,True,True,True
HIP,MAE,rxn9446,True,True,True,True
HIP,MAE,rxn9460,True,False,False,False
HIP,MAE,rxn9465,True,True,True,True
HIP,MAE,rxn9498,True,True,True,True
HIP,MAE,rxn9513,True,False,True,False
HIP,MAE,rxn9520,True,False,True,False
HIP,MAE,rxn9526,True,True,True,True
HIP,MAE,rxn9543,True,True,True,True
HIP,MAE,rxn9547,True,False,False,False
HIP,MAE,rxn9554,True,False,False,False
HIP,MAE,rxn9555,True,True,True,True
HIP,MAE,rxn9600,True,True,True,True
HIP,MAE,rxn9605,True,True,True,True
HIP,MAE,rxn9627,True,False,True,False
HIP,MAE,rxn9658,True,True,True,True
HIP,MAE,rxn9680,True,True,True,True
HIP,MAE,rxn9683,True,True,True,True
HIP,MAE,rxn9704,True,True,True,True
HIP,MAE,rxn9705,True,True,True,True
HIP,MAE,rxn9711,True,True,True,True
HIP,MAE,rxn9715,True,False,False,False
HIP,MAE,rxn9721,True,True,True,True
HIP,MAE,rxn9734,True,True,True,True
HIP,MAE,rxn9737,True,False,True,False
HIP,MAE,rxn9789,True,True,False,False
HIP,MAE,rxn9790,True,True,True,True
HIP,MAE,rxn9799,True,True,True,True
HIP,MAE,rxn9803,True,True,True,True
HIP,MAE,rxn9828,True,True,True,True
HIP,MAE,rxn9855,True,True,False,False
HIP,MAE,rxn9863,True,False,False,False
