name,converged,steps,grad_calls,hessian_calls,energy_calls,calculate_calls,calculate_energy_calls,calculate_gradient_calls,calculate_hessian_calls,cnt_not_pd,wall_time_s,dft_hessian_is_pd,sample_index,coord,source
FIRE,True,58,59,0,0,0,0,0,0,0,1.8275245440017895,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,12,13,0,0,0,0,0,0,0,0.4336134029726963,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,7,8,0,0,0,0,0,0,0,0.2822398510179482,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1859826510190032,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.3529975419805851,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3700087559991516,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,24,24,25,0,0,0,0,0,25,11.848464456008514,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,67,67,68,0,0,0,0,0,68,133.2967395170126,False,42,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.553980361000868,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,85,86,0,0,0,0,0,0,0,2.6243123119929805,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,31,32,0,0,0,0,0,0,0,1.102337604999775,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2120092220138758,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1914403419941663,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,9,10,0,0,0,0,0,0,0,0.3466296709957532,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3864969419955741,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,51,51,52,0,0,0,0,0,51,24.62188540698844,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,13,13,14,0,0,0,0,0,14,27.384309771994594,False,43,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.66099696099991,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,74,75,0,0,0,0,0,0,0,2.283351557998685,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,17,18,0,0,0,0,0,0,0,0.6199417369789444,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2470274349907413,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,2,2,1,0,0,0,0,0,1,0.1220184870180673,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,4,5,0,0,0,0,0,0,0,0.178629036003258,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2998990789928939,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,21,21,22,0,0,0,0,0,22,10.445638019999024,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,57,57,58,0,0,0,0,0,58,113.32332624599805,False,44,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.674087610997958,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,52,53,0,0,0,0,0,0,0,1.603410112002166,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,19,20,0,0,0,0,0,0,0,0.652539317990886,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1739797879999969,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.159554156998638,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,10,11,0,0,0,0,0,0,0,0.4326733459893148,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.3011935800022911,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,5,5,6,0,0,0,0,0,6,2.8448941169772297,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,45,45,46,0,0,0,0,0,46,90.1210139740142,False,45,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.653933016001247,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,60,61,0,0,0,0,0,0,0,1.9129552969825452,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,12,13,0,0,0,0,0,0,0,0.5897115069965366,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,9,10,0,0,0,0,0,0,0,0.3688933509984053,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1847491649969015,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,10,11,0,0,0,0,0,0,0,0.4526094069879036,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3710163899813778,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,9,9,10,0,0,0,0,0,10,4.736041613999987,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,8,8,9,0,0,0,0,0,9,17.57302843799698,False,46,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.707493237016024,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,80,81,0,0,0,0,0,0,0,2.626652794977417,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,29,30,0,0,0,0,0,0,0,0.9692199760174844,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1744065659877378,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1564348110114224,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,5,6,0,0,0,0,0,0,0,0.2117397009860724,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2966262870177161,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3374670219782274,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,3,3,4,0,0,0,0,0,4,7.683616875001462,False,47,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.654719372018008,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,73,74,0,0,0,0,0,0,0,2.2469404510047752,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5559991729969624,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2104859419923741,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.1905130889790598,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,7,8,0,0,0,0,0,0,0,0.2932163650111761,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,2,2,3,0,0,0,0,0,3,0.220012413978111,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.9037394449987917,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.736604361009086,False,48,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.689614954026183,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,72,73,0,0,0,0,0,0,0,2.336631526995916,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,14,15,0,0,0,0,0,0,0,0.4853326180018484,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1757619449927006,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1565972099779173,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,32,33,0,0,0,0,0,0,0,1.5653102560027037,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2990982650080696,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,4,2.341748181002913,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.74245001701638,False,49,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.573960358975455,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,60,61,0,0,0,0,0,0,0,1.8523979889869224,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,11,12,0,0,0,0,0,0,0,0.4117829260067083,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1722588840057142,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1546397800266277,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,4,5,0,0,0,0,0,0,0,0.1749583710043225,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,2,2,3,0,0,0,0,0,3,0.2153594370174687,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,2,2,3,0,0,0,0,0,3,1.386977451009443,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,3,3,4,0,0,0,0,0,4,7.773875011014752,False,50,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.8033036880078726,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,67,68,0,0,0,0,0,0,0,2.0466081670019776,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,28,29,0,0,0,0,0,0,0,0.9458678609807976,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2096912540146149,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1578291390032973,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,5,6,0,0,0,0,0,0,0,0.2106238180131185,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.3031608989986125,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,3,3,4,0,0,0,0,0,4,1.888905576983234,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,5,5,6,0,0,0,0,0,6,11.660385538998526,False,51,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.538501367002027,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,91,92,0,0,0,0,0,0,0,2.8694600430026185,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,29,30,0,0,0,0,0,0,0,1.0252029440016486,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,5,6,0,0,0,0,0,0,0,0.2019882219901774,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2173995960038155,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,7,8,0,0,0,0,0,0,0,0.2715434409910813,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3725966610072646,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.310838647012133,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,9,9,10,0,0,0,0,0,10,19.6487780129828,False,52,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.663601337000728,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,81,82,0,0,0,0,0,0,0,2.5599311490077525,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.558027963998029,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,3,4,0,0,0,0,0,0,0,0.1361079550115391,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1522921819996554,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,4,5,0,0,0,0,0,0,0,0.17075418800232,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2946416200138628,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.33398521100753,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.804842340992764,False,53,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.682381043996429,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,59,60,0,0,0,0,0,0,0,1.8149302270030605,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,14,15,0,0,0,0,0,0,0,0.490058127004886,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1740030900109559,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1551893009745981,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,6,7,0,0,0,0,0,0,0,0.2427684860012959,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,2,2,3,0,0,0,0,0,3,0.2174445620039478,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,4,2.3621510739903897,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.742739625973629,False,54,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.736565886007156,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,84,85,0,0,0,0,0,0,0,2.568114310997771,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,17,18,0,0,0,0,0,0,0,0.6142444150173105,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,4,5,0,0,0,0,0,0,0,0.1766106169961858,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,3,3,1,0,0,0,0,0,1,0.1563393310061656,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,4,5,0,0,0,0,0,0,0,0.1771652399911545,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3815549690043553,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.354301454004599,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.75601371700759,False,55,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.518686326016905,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,87,88,0,0,0,0,0,0,0,2.75094519398408,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,27,28,0,0,0,0,0,0,0,1.1013118679984473,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,7,8,0,0,0,0,0,0,0,0.2727733619976789,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,5,5,1,0,0,0,0,0,1,0.2253566540020983,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,4,5,0,0,0,0,0,0,0,0.1691434600215871,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2925757970078848,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),True,4,4,5,0,0,0,0,0,5,2.3046492310240865,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),True,4,4,5,0,0,0,0,0,5,9.645939044014083,False,56,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.409350291010924,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,60,61,0,0,0,0,0,0,0,1.8191242769826204,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,21,22,0,0,0,0,0,0,0,0.6980310539947823,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,15,16,0,0,0,0,0,0,0,0.5155117200047243,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,10,10,1,0,0,0,0,0,1,0.3578032439982053,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,17,18,0,0,0,0,0,0,0,0.5911839019972831,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,5,5,6,0,0,0,0,0,6,0.4285719959880225,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,149,70.85542911797529,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,292.99431331199594,False,57,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.354697471979307,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,54,55,0,0,0,0,0,0,0,1.643041584989987,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,15,16,0,0,0,0,0,0,0,0.5057278810127173,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,15,16,0,0,0,0,0,0,0,0.5303630389971659,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,8,8,1,0,0,0,0,0,1,0.3010693929973058,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.310661651979899,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,3,3,4,0,0,0,0,0,4,0.2773915549914818,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,149,70.5469412439852,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,292.77838133700425,False,58,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.433221029001288,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,64,65,0,0,0,0,0,0,0,1.8651819920050912,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,22,23,0,0,0,0,0,0,0,0.6968706650077365,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,12,13,0,0,0,0,0,0,0,0.4348392289830372,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,4,4,1,0,0,0,0,0,1,0.176592817006167,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,8,9,0,0,0,0,0,0,0,0.2885802589880768,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,10,10,11,0,0,0,0,0,11,0.8237691649992485,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,149,71.06417729199165,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.85472555298475,False,59,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.378095177002251,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,109,110,0,0,0,0,0,0,0,3.1742497610102878,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,25,26,0,0,0,0,0,0,0,0.818402476987103,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,21,22,0,0,0,0,0,0,0,0.7235109039756935,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,8,8,1,0,0,0,0,0,1,0.3061381849984173,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,15,16,0,0,0,0,0,0,0,0.5736093219893519,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,4,4,5,0,0,0,0,0,5,0.3607094080070965,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,149,71.13987714899122,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.6547054559924,False,60,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.307694590010215,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,54,55,0,0,0,0,0,0,0,1.5786604229942895,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.5294584039947949,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,15,16,0,0,0,0,0,0,0,0.5290697169839405,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,9,9,1,0,0,0,0,0,1,0.3333956869901158,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,11,12,0,0,0,0,0,0,0,0.3995916709827725,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,12,12,13,0,0,0,0,0,13,0.9686925389978568,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,147,70.98205232300097,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.13267042898224,False,61,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.383840016002068,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,69,70,0,0,0,0,0,0,0,2.0036052329814997,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,16,17,0,0,0,0,0,0,0,0.514459132013144,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,17,18,0,0,0,0,0,0,0,0.5992222030181438,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (learned init),True,19,19,1,0,0,0,0,0,1,0.6680663140141405,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (autograd init),True,23,24,0,0,0,0,0,0,0,0.8718984320003074,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (learned),True,12,12,13,0,0,0,0,0,13,0.976156210002955,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (autograd),False,149,150,150,0,0,0,0,0,148,70.96863488800591,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO (NumHess),False,149,150,150,0,0,0,0,0,150,293.480124691996,False,62,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
NaiveSteepestDescent,False,149,151,0,0,0,0,0,0,0,4.321804528008215,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
FIRE,True,75,76,0,0,0,0,0,0,0,2.258291183010442,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (unit init),True,18,19,0,0,0,0,0,0,0,0.5979390270076692,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
RFO-BFGS (NumHess init),True,14,15,0,0,0,0,0,0,0,0.5088661560148466,False,63,redund,t1x_val_reactant_hessian_100_tight2_noiserms0
