model,number_of_atoms,eckart_eigenvalue_mae_eV_per_angstrom2,sample_index,outlier_filter_hessian_mae_eV_per_angstrom2,outlier
HIP,16,0.0301128977168995,472,0.033918872475624,False
HIP,13,0.0233435728504544,473,0.0397698879241943,False
HIP,15,0.0347314757920565,474,0.0329995974898338,False
HIP,18,0.05730083226401,475,0.0756946429610252,False
HIP,17,0.0288944857713996,476,0.0411708503961563,False
HIP,16,0.0176696411759247,477,0.0337655432522296,False
HIP,15,0.037660976433456,478,0.0752835273742675,False
HIP,11,0.0390918824751806,479,0.0443341396749019,False
HIP,22,0.0261687712395933,480,0.0313632562756538,False
HIP,21,0.0168571677738014,481,0.0239618010818958,False
HIP,18,0.0325029816231473,482,0.0562648437917232,False
HIP,15,0.0278423250273959,483,0.0600836761295795,False
HIP,13,0.0218808618309742,484,0.0510459169745445,False
HIP,15,0.0504716465272538,485,0.0752321556210517,False
HIP,19,0.0131513452781601,486,0.0197417065501213,False
HIP,19,0.0180943047172516,487,0.027559321373701,False
