model,reaction_identifier,gsm_converged,rfo_converged,irc_verified
EquiformerV2 AD,rxn9310,True,True,True
EquiformerV2 AD,rxn9322,True,True,True
EquiformerV2 AD,rxn9325,True,True,True
EquiformerV2 AD,rxn9338,True,True,True
EquiformerV2 AD,rxn9365,True,True,True
EquiformerV2 AD,rxn9375,True,False,False
EquiformerV2 AD,rxn9379,True,False,False
EquiformerV2 AD,rxn9422,True,True,True
EquiformerV2 AD,rxn9433,True,True,False
EquiformerV2 AD,rxn9439,True,True,True
EquiformerV2 AD,rxn9445,True,True,True
EquiformerV2 AD,rxn9446,True,True,True
EquiformerV2 AD,rxn9460,False,False,False
EquiformerV2 AD,rxn9465,True,True,True
EquiformerV2 AD,rxn9498,True,True,True
EquiformerV2 AD,rxn9513,True,False,False
EquiformerV2 AD,rxn9520,True,True,True
EquiformerV2 AD,rxn9526,False,False,False
EquiformerV2 AD,rxn9543,True,True,True
EquiformerV2 AD,rxn9547,True,False,False
EquiformerV2 AD,rxn9554,True,False,False
EquiformerV2 AD,rxn9555,True,True,False
EquiformerV2 AD,rxn9600,True,True,True
EquiformerV2 AD,rxn9605,True,True,True
EquiformerV2 AD,rxn9627,True,True,True
EquiformerV2 AD,rxn9658,True,True,True
EquiformerV2 AD,rxn9680,True,True,True
EquiformerV2 AD,rxn9683,True,True,True
EquiformerV2 AD,rxn9704,True,True,False
EquiformerV2 AD,rxn9705,True,True,False
EquiformerV2 AD,rxn9711,True,True,True
EquiformerV2 AD,rxn9715,True,True,True
EquiformerV2 AD,rxn9721,True,True,True
EquiformerV2 AD,rxn9734,True,True,True
EquiformerV2 AD,rxn9737,True,True,True
EquiformerV2 AD,rxn9789,True,True,False
EquiformerV2 AD,rxn9790,True,False,False
EquiformerV2 AD,rxn9799,False,False,False
EquiformerV2 AD,rxn9803,True,False,False
EquiformerV2 AD,rxn9828,True,True,True
EquiformerV2 AD,rxn9855,True,True,False
EquiformerV2 AD,rxn9863,True,False,False
EquiformerV2 AD,rxn9864,True,True,True
EquiformerV2 AD,rxn9883,True,False,False
EquiformerV2 AD,rxn9887,True,False,True
EquiformerV2 AD,rxn9907,True,True,False
EquiformerV2 AD,rxn9910,True,False,True
EquiformerV2 AD,rxn9928,True,True,True
EquiformerV2 AD,rxn9941,True,False,False
EquiformerV2 AD,rxn9952,True,True,True
EquiformerV2 AD,rxn9953,True,True,True
EquiformerV2 AD,rxn9963,True,True,True
EquiformerV2 AD,rxn9989,False,False,False
EquiformerV2 AD,rxn10019,True,True,True
EquiformerV2 AD,rxn10032,True,True,True
EquiformerV2 AD,rxn10038,True,False,True
EquiformerV2 AD,rxn10042,True,True,False
EquiformerV2 AD,rxn10054,True,False,True
EquiformerV2 AD,rxn10071,False,False,False
