Name	Atoms	Format	Source
chno_xyz/n086_pubchem_08_64fec6324e	86	xyz	pubchem3d:140162996:C29H55NO
chno_xyz/n086_pubchem_09_5a67e55d22	86	xyz	pubchem3d:140188660:C29H55NO
chno_xyz/n086_pubchem_10_ebdc4d1c8c	86	xyz	pubchem3d:140414865:C29H55NO
chno_xyz/n087_pubchem_03_32a9803cd6	87	xyz	pubchem3d:12268268:C29H56O2
chno_xyz/n087_pubchem_04_6cefdadf25	87	xyz	pubchem3d:90429310:C29H56N2
chno_xyz/n087_pubchem_04_ecbc48b43d	87	xyz	pubchem3d:54236931:C30H55NO
chno_xyz/n087_pubchem_05_0c34937d94	87	xyz	pubchem3d:13988628:C31H54O2
chno_xyz/n087_pubchem_05_a49fe27920	87	xyz	pubchem3d:90429318:C29H56N2
chno_xyz/n087_pubchem_06_241aab30b4	87	xyz	pubchem3d:139448225:C29H56N2
chno_xyz/n087_pubchem_07_c0d549447b	87	xyz	pubchem3d:140414827:C29H56N2
chno_xyz/n087_pubchem_08_07b0144f83	87	xyz	pubchem3d:140435790:C29H56N2
chno_xyz/n087_pubchem_09_7f6a8b180b	87	xyz	pubchem3d:145830772:C29H56N2
chno_xyz/n087_pubchem_10_f3a950d446	87	xyz	pubchem3d:154999277:C29H56N2
chno_xyz/n088_pubchem_01_5b87af9884	88	xyz	pubchem3d:3358338:C30H56O2
chno_xyz/n088_pubchem_02_b9e32a7ab4	88	xyz	pubchem3d:129646044:C30H56O2
chno_xyz/n088_pubchem_03_3d94df0d85	88	xyz	pubchem3d:24851188:C30H56N2
chno_xyz/n088_pubchem_04_e95fb96e6f	88	xyz	pubchem3d:59773891:C30H56N2
chno_xyz/n088_pubchem_05_d8e57e9ae5	88	xyz	pubchem3d:12240991:C30H56O2
chno_xyz/n088_pubchem_06_ea2f993dab	88	xyz	pubchem3d:17839595:C30H56O2
chno_xyz/n088_pubchem_07_5d1b2a3184	88	xyz	pubchem3d:20513655:C30H56O2
chno_xyz/n088_pubchem_08_193d6cd354	88	xyz	pubchem3d:54425416:C30H56O2
chno_xyz/n088_pubchem_09_c359ad5caf	88	xyz	pubchem3d:69649641:C30H56O2
chno_xyz/n088_pubchem_10_b01b2f2fcf	88	xyz	pubchem3d:69649642:C30H56O2
chno_xyz/n089_pubchem_01_40cec481cf	89	xyz	pubchem3d:46232798:C29H58N2
chno_xyz/n089_pubchem_02_dc54f03d18	89	xyz	pubchem3d:20156680:C29H58N2
chno_xyz/n089_pubchem_03_8912996eb4	89	xyz	pubchem3d:22286886:C29H58N2
chno_xyz/n089_pubchem_04_cfcdbca387	89	xyz	pubchem3d:68738421:C29H58N2
chno_xyz/n089_pubchem_05_99f1ea52c1	89	xyz	pubchem3d:69225763:C29H58N2
chno_xyz/n089_pubchem_06_49d91b266b	89	xyz	pubchem3d:122667100:C30H57NO
chno_xyz/n089_pubchem_07_fab9f73c05	89	xyz	pubchem3d:138644327:C30H57NO
chno_xyz/n089_pubchem_08_0b208dc9c5	89	xyz	pubchem3d:138713549:C30H57NO
chno_xyz/n089_pubchem_09_796d88fef0	89	xyz	pubchem3d:140123078:C30H57NO
chno_xyz/n089_pubchem_10_63021cdbba	89	xyz	pubchem3d:173998562:C30H57NO
chno_xyz/n090_pubchem_01_9a28007d8a	90	xyz	pubchem3d:129771825:C30H58N2
chno_xyz/n090_pubchem_02_eeeb46a51f	90	xyz	pubchem3d:6480629:C30H58N2
chno_xyz/n090_pubchem_04_c00752d492	90	xyz	pubchem3d:18958503:C31H57NO
chno_xyz/n090_pubchem_05_3ac5c7788c	90	xyz	pubchem3d:162987897:C32H56O2
chno_xyz/n090_pubchem_05_4ed4bbe11d	90	xyz	pubchem3d:129156270:C30H58N2
chno_xyz/n090_pubchem_06_393f07dd39	90	xyz	pubchem3d:138739958:C30H58N2
chno_xyz/n090_pubchem_07_614f748779	90	xyz	pubchem3d:139317697:C30H58N2
chno_xyz/n090_pubchem_08_3a8d6fb0d9	90	xyz	pubchem3d:141010693:C30H58N2
chno_xyz/n090_pubchem_09_4441dd45c3	90	xyz	pubchem3d:167089604:C30H58N2
chno_xyz/n090_pubchem_10_0a136aed35	90	xyz	pubchem3d:167172014:C30H58N2
chno_xyz/n091_pubchem_01_e7029a5f3b	91	xyz	pubchem3d:24851328:C31H58N2
chno_xyz/n091_pubchem_02_996d73e50a	91	xyz	pubchem3d:59625022:C31H58N2
chno_xyz/n091_pubchem_03_b92fdc1a98	91	xyz	pubchem3d:60044495:C31H58N2
chno_xyz/n091_pubchem_04_508635aaa4	91	xyz	pubchem3d:60044561:C31H58N2
chno_xyz/n091_pubchem_05_592df377cb	91	xyz	pubchem3d:89861508:C31H58N2
chno_xyz/n091_pubchem_06_7b9272016c	91	xyz	pubchem3d:155819289:C31H58O2
chno_xyz/n091_pubchem_07_6401f025d3	91	xyz	pubchem3d:71218784:C31H58O2
chno_xyz/n091_pubchem_08_c58dc70284	91	xyz	pubchem3d:89729288:C31H58O2
chno_xyz/n091_pubchem_09_e77d16fae6	91	xyz	pubchem3d:90934819:C31H58O2
chno_xyz/n091_pubchem_10_bc654ad594	91	xyz	pubchem3d:91198060:C31H58O2
chno_xyz/n092_pubchem_01_910f368488	92	xyz	pubchem3d:118147247:C31H59NO
chno_xyz/n092_pubchem_02_7d13c14f9f	92	xyz	pubchem3d:46232834:C30H60N2
chno_xyz/n092_pubchem_03_fa81db9481	92	xyz	pubchem3d:85752049:C30H60N2
chno_xyz/n092_pubchem_04_ce390d8807	92	xyz	pubchem3d:13560852:C30H60N2
chno_xyz/n092_pubchem_05_95596cd2ca	92	xyz	pubchem3d:20257703:C30H60N2
chno_xyz/n092_pubchem_06_77bce39497	92	xyz	pubchem3d:137474150:C31H59NO
chno_xyz/n092_pubchem_07_f078a46f84	92	xyz	pubchem3d:155076198:C31H59NO
chno_xyz/n092_pubchem_08_ca129e4143	92	xyz	pubchem3d:20406324:C30H60N2
chno_xyz/n092_pubchem_09_83df52ffb0	92	xyz	pubchem3d:21291627:C30H60N2
chno_xyz/n092_pubchem_10_de55127caa	92	xyz	pubchem3d:22251717:C30H60N2
chno_xyz/n093_pubchem_02_b334b9b476	93	xyz	pubchem3d:57503721:C31H60N2
chno_xyz/n093_pubchem_04_8adf3f3681	93	xyz	pubchem3d:70911431:C31H60N2
chno_xyz/n093_pubchem_04_a621c65051	93	xyz	pubchem3d:22486734:C32H59NO
chno_xyz/n093_pubchem_05_0ca208e89b	93	xyz	pubchem3d:44194111:C32H59NO
chno_xyz/n093_pubchem_05_7cfbfa047a	93	xyz	pubchem3d:129024812:C31H60N2
chno_xyz/n093_pubchem_06_3af3769116	93	xyz	pubchem3d:130421582:C31H60N2
chno_xyz/n093_pubchem_07_52883021f7	93	xyz	pubchem3d:140564862:C31H60N2
chno_xyz/n093_pubchem_08_465a69a4e3	93	xyz	pubchem3d:177002892:C31H60N2
chno_xyz/n093_pubchem_09_2e9ca15e9b	93	xyz	pubchem3d:171118860:C31H60O2
chno_xyz/n093_pubchem_10_8a06ab8bb7	93	xyz	pubchem3d:155819290:C31H60O2
chno_xyz/n094_pubchem_01_6ad409f81a	94	xyz	pubchem3d:171118970:C32H60O2
chno_xyz/n094_pubchem_02_840479eb40	94	xyz	pubchem3d:171118971:C32H60O2
chno_xyz/n094_pubchem_03_d0da68bf22	94	xyz	pubchem3d:122667098:C31H61NO
chno_xyz/n094_pubchem_04_8f1a85008a	94	xyz	pubchem3d:90670989:C32H60N2
chno_xyz/n094_pubchem_05_2b1feaef67	94	xyz	pubchem3d:24851329:C32H60N2
chno_xyz/n094_pubchem_06_ab45b0c852	94	xyz	pubchem3d:89729149:C32H60O2
chno_xyz/n094_pubchem_07_854dd9069f	94	xyz	pubchem3d:89729207:C32H60O2
chno_xyz/n094_pubchem_08_e53dc49600	94	xyz	pubchem3d:89729235:C32H60O2
chno_xyz/n094_pubchem_09_6a47481372	94	xyz	pubchem3d:89729246:C32H60O2
chno_xyz/n094_pubchem_10_dfcb172989	94	xyz	pubchem3d:89729280:C32H60O2
chno_xyz/n095_pubchem_01_702ba30f16	95	xyz	pubchem3d:123222793:C32H61NO
chno_xyz/n095_pubchem_02_3b34e9d3d6	95	xyz	pubchem3d:46232835:C31H62N2
chno_xyz/n095_pubchem_03_3da2812c5a	95	xyz	pubchem3d:22251678:C31H62N2
chno_xyz/n095_pubchem_04_33eae563ff	95	xyz	pubchem3d:54075799:C31H62N2
chno_xyz/n095_pubchem_05_f2ef752a23	95	xyz	pubchem3d:69226168:C31H62N2
chno_xyz/n095_pubchem_06_c5899153fd	95	xyz	pubchem3d:101118006:C33H60O2
chno_xyz/n095_pubchem_07_3358843ed7	95	xyz	pubchem3d:18607514:C33H60O2
chno_xyz/n095_pubchem_08_b8d6075f13	95	xyz	pubchem3d:18607522:C33H60O2
chno_xyz/n095_pubchem_09_07c7bd5458	95	xyz	pubchem3d:18607543:C33H60O2
chno_xyz/n095_pubchem_10_d2cc2f591c	95	xyz	pubchem3d:18607555:C33H60O2
PubChem_5280489	96	sdf	zinc_molecules
chno_xyz/n096_pubchem_03_b6a0adc102	96	xyz	pubchem3d:163045140:C34H60O2
chno_xyz/n096_pubchem_04_ceb28a251d	96	xyz	pubchem3d:66764007:C35H59NO
chno_xyz/n096_pubchem_05_3de9bfc1d9	96	xyz	pubchem3d:66764008:C35H59NO
chno_xyz/n096_pubchem_05_ec565af0e5	96	xyz	pubchem3d:68740144:C32H62N2
chno_xyz/n096_pubchem_06_eb8d4b2d64	96	xyz	pubchem3d:123582879:C32H62N2
chno_xyz/n096_pubchem_07_58f1519121	96	xyz	pubchem3d:130421579:C32H62N2
chno_xyz/n096_pubchem_08_00949963d4	96	xyz	pubchem3d:134197742:C32H62N2
chno_xyz/n096_pubchem_09_ba55aaa2a9	96	xyz	pubchem3d:138484819:C32H62N2
chno_xyz/n096_pubchem_10_9cd35b682f	96	xyz	pubchem3d:139469722:C32H62N2
chno_xyz/n097_pubchem_01_2c333b82a2	97	xyz	pubchem3d:171118973:C33H62O2
chno_xyz/n097_pubchem_02_56701a5139	97	xyz	pubchem3d:171118974:C33H62O2
chno_xyz/n097_pubchem_04_b350a4372e	97	xyz	pubchem3d:155018018:C31H64N2
chno_xyz/n097_pubchem_05_453e88dcdf	97	xyz	pubchem3d:46225900:C34H61NO
chno_xyz/n097_pubchem_05_b84f264fb5	97	xyz	pubchem3d:70965729:C33H62O2
chno_xyz/n097_pubchem_06_702315b0e4	97	xyz	pubchem3d:89729017:C33H62O2
chno_xyz/n097_pubchem_07_1b8dd9af47	97	xyz	pubchem3d:46232836:C33H62N2
chno_xyz/n097_pubchem_08_71fcaa3c6e	97	xyz	pubchem3d:24851189:C33H62N2
chno_xyz/n097_pubchem_09_5b8a9036aa	97	xyz	pubchem3d:23216238:C33H62N2
chno_xyz/n097_pubchem_10_e8ecd07941	97	xyz	pubchem3d:90117439:C33H62N2
chno_xyz/n098_pubchem_01_382c0011f3	98	xyz	pubchem3d:140123039:C33H63NO
chno_xyz/n098_pubchem_02_5ec1bd2940	98	xyz	pubchem3d:69219761:C32H64N2
chno_xyz/n098_pubchem_03_dc6139ea0a	98	xyz	pubchem3d:171118976:C34H62O2
chno_xyz/n098_pubchem_04_a3bfb7c5a9	98	xyz	pubchem3d:171118977:C34H62O2
chno_xyz/n098_pubchem_05_77b8e90c0d	98	xyz	pubchem3d:171118978:C34H62O2
chno_xyz/n098_pubchem_06_03b2a13f1d	98	xyz	pubchem3d:171118979:C34H62O2
chno_xyz/n098_pubchem_07_4d160e80ab	98	xyz	pubchem3d:171118980:C34H62O2
chno_xyz/n098_pubchem_08_a20a27d288	98	xyz	pubchem3d:59265501:C34H62O2
chno_xyz/n098_pubchem_09_d3baa595e9	98	xyz	pubchem3d:70902208:C34H62O2
chno_xyz/n098_pubchem_10_83821b4cb0	98	xyz	pubchem3d:71198017:C34H62O2
chno_xyz/n099_pubchem_02_5bb099269b	99	xyz	pubchem3d:57503723:C33H64N2
chno_xyz/n099_pubchem_03_d91796900e	99	xyz	pubchem3d:171118975:C33H64O2
chno_xyz/n099_pubchem_04_73f235573c	99	xyz	pubchem3d:134883040:C35H62O2
chno_xyz/n099_pubchem_05_7ef3dd928e	99	xyz	pubchem3d:130314481:C31H66N2
chno_xyz/n099_pubchem_05_89bde37e62	99	xyz	pubchem3d:169640276:C34H63NO
chno_xyz/n099_pubchem_06_59d5cc2c25	99	xyz	pubchem3d:134369026:C33H64N2
chno_xyz/n099_pubchem_07_95b01a4792	99	xyz	pubchem3d:162805964:C33H64N2
chno_xyz/n099_pubchem_08_58190e47f7	99	xyz	pubchem3d:162810475:C33H64N2
chno_xyz/n099_pubchem_09_ab603c7740	99	xyz	pubchem3d:139825104:C33H64O2
chno_xyz/n099_pubchem_10_c2ce9060fa	99	xyz	pubchem3d:18413261:C35H62O2
chno_xyz/n100_pubchem_01_2067bbedd4	100	xyz	pubchem3d:118069048:C32H66N2
chno_xyz/n100_pubchem_02_6ad2f7fce4	100	xyz	pubchem3d:70920673:C35H63NO
chno_xyz/n100_pubchem_03_76d819f675	100	xyz	pubchem3d:89817764:C35H63NO
chno_xyz/n100_pubchem_04_0739d00b09	100	xyz	pubchem3d:153310937:C35H63NO
chno_xyz/n100_pubchem_05_8650eabf35	100	xyz	pubchem3d:19754912:C32H66O2
chno_xyz/n100_pubchem_06_bbd886bf40	100	xyz	pubchem3d:171118981:C34H64O2
chno_xyz/n100_pubchem_07_e85d566d14	100	xyz	pubchem3d:171118982:C34H64O2
chno_xyz/n100_pubchem_08_d3c7f8679b	100	xyz	pubchem3d:89729015:C34H64O2
chno_xyz/n100_pubchem_09_7303ce3b85	100	xyz	pubchem3d:89729245:C34H64O2
chno_xyz/n100_pubchem_10_5cf3dc516e	100	xyz	pubchem3d:129194563:C34H64O2
pubchem_112600	101	sdf	pubchem_mols
pubchem_500450	114	sdf	pubchem_mols
pubchem_500560	114	sdf	pubchem_mols
pubchem_103350	119	sdf	pubchem_mols
pubchem_500530	120	sdf	pubchem_mols
pubchem_500540	126	sdf	pubchem_mols
pubchem_105300	127	sdf	pubchem_mols
pubchem_500420	132	sdf	pubchem_mols
pubchem_104750	133	sdf	pubchem_mols
pubchem_500550	142	sdf	pubchem_mols
pubchem_105500	176	sdf	pubchem_mols
pubchem_15000100	199	sdf	pubchem_mols
1GCN	246	pdb	pdb_structures
1A0M	284	pdb	pdb_structures
1CRN	327	pdb	pdb_structures
1PTQ	404	pdb	pdb_structures
1SHG	472	pdb	pdb_structures
1ROP	495	pdb	pdb_structures
4PTI	514	pdb	pdb_structures
1ZDD	569	pdb	pdb_structures
1VII	596	pdb	pdb_structures
1ZDB	628	pdb	pdb_structures
1UBQ	660	pdb	pdb_structures
1RIS	862	pdb	pdb_structures
1ZCG	935	pdb	pdb_structures
1ZC8	951	pdb	pdb_structures
1ZB4	954	pdb	pdb_structures
